AIRCRAFT | NBR_FLIGHTS | ROUTE | TOTAL_FLYING_TIME 
N290AK | 20 | SEA_ATL_495_978 (278.0) → ATL_SEA_1039_1150 (547.0) → SEA_ONT_1211_1355 (675.0) → ONT_SEA_1787_1945 (806.0) → SEA_RDU_2026_2553 (1112.0) → RDU_SEA_2602_2735 (1398.0) → SEA_FAI_3397_3561 (1601.0) → FAI_SEA_3613_3884 (1788.0) → SEA_FAI_3958_4127 (2003.0) → FAI_SEA_4767_5049 (2198.0) → SEA_SAT_5102_5437 (2393.0) → SAT_SEA_5495_5646 (2643.0) → SEA_DFW_5733_6062 (2833.0) → DFW_SEA_6160_6307 (3068.0) → SEA_BWI_6360_6849 (3351.0) → BWI_SEA_6899_7067 (3656.0) → SEA_MCO_7595_8097 (3938.0) → MCO_SAN_8173_8327 (4249.0) → SAN_IAD_9114_9581 (4496.0) → IAD_SAN_9648_9826 (4818.0) | 4818.0

N296AK | 23 | ANC_SEA_116_399 (194.0) → SEA_CLE_475_944 (451.0) → CLE_PIT_999_1047 (476.0) → PIT_SEA_1086_1185 (734.0) → SEA_LAS_1898_2045 (854.0) → LAS_SEA_2101_2263 (981.0) → SEA_SAN_2341_2492 (1113.0) → SAN_SEA_2544_2745 (1275.0) → SEA_PSP_3356_3513 (1403.0) → PSP_SEA_3573_3733 (1542.0) → SEA_ATL_3847_4319 (1811.0) → ATL_SEA_4736_4857 (2094.0) → SEA_IND_4967_5412 (2338.0) → IND_SEA_5469_5558 (2583.0) → SEA_STL_6213_6579 (2788.0) → STL_SEA_6633_6773 (3026.0) → SEA_DFW_6839_7199 (3226.0) → DFW_SEA_7672_7807 (3452.0) → SEA_GEG_7882_7936 (3488.0) → GEG_SEA_8003_8067 (3527.0) → SEA_MCO_8134_8618 (3806.0) → MCO_SAN_9116_9273 (4123.0) → SAN_MCO_9343_9811 (4363.0) | 4363.0

N297AK | 25 | PDX_PHX_418_651 (141.0) → PHX_PDX_692_794 (275.0) → PDX_SAN_865_1018 (410.0) → SAN_SEA_1076_1259 (553.0) → SEA_SLC_1842_2050 (662.0) → SLC_SEA_2100_2156 (753.0) → SEA_ONT_2252_2397 (876.0) → ONT_SEA_2439_2592 (1010.0) → SEA_RDM_2655_2720 (1051.0) → RDM_SEA_3299_3370 (1094.0) → SEA_BOS_3425_3948 (1403.0) → BOS_SEA_3999_4159 (1721.0) → SEA_AUS_4776_5140 (1921.0) → AUS_SAN_5204_5301 (2113.0) → SAN_PDX_5406_5554 (2232.0) → PDX_ANC_5610_5766 (2433.0) → ANC_SEA_5822_6085 (2612.0) → SEA_EWR_6145_6643 (2910.0) → EWR_SEA_6717_6876 (3226.0) → SEA_PHX_7576_7828 (3384.0) → PHX_SEA_7883_7995 (3528.0) → SEA_SLC_8152_8322 (3622.0) → SLC_SEA_9050_9111 (3716.0) → SEA_BWI_9226_9715 (3994.0) → BWI_SEA_9764_9923 (4300.0) | 4300.0

N303AS | 31 | SEA_ONT_416_586 (145.0) → ONT_SEA_633_787 (268.0) → SEA_RNO_854_954 (353.0) → RNO_SEA_1007_1109 (435.0) → SEA_ANC_1226_1369 (618.0) → ANC_SEA_1496_1761 (799.0) → SEA_PSP_1876_2036 (928.0) → PSP_SEA_2079_2244 (1072.0) → SEA_SJC_2306_2431 (1172.0) → SJC_SEA_2486_2608 (1272.0) → SEA_SMF_2690_2790 (1352.0) → SMF_SEA_3262_3380 (1437.0) → SEA_SJC_3450_3575 (1535.0) → SJC_SEA_3633_3754 (1636.0) → SEA_LAS_3830_3970 (1752.0) → LAS_SFO_4033_4143 (1832.0) → SFO_PHX_4834_5049 (1915.0) → PHX_PAE_5099_5218 (2071.0) → PAE_LAS_5273_5427 (2206.0) → LAS_LAX_5489_5586 (2266.0) → LAX_SEA_6119_6278 (2393.0) → SEA_ORD_6376_6733 (2595.0) → ORD_SEA_6812_6958 (2830.0) → SEA_SLC_7012_7182 (2921.0) → SLC_SEA_7606_7683 (3015.0) → SEA_BOI_7871_8016 (3080.0) → BOI_SEA_8075_8100 (3145.0) → SEA_PHX_8330_8565 (3298.0) → PHX_SEA_9047_9161 (3445.0) → SEA_IAH_9327_9723 (3680.0) → IAH_SEA_9779_9921 (3920.0) | 3920.0

N309AS | 21 | SAN_PDX_402_544 (116.0) → PDX_SAN_640_821 (271.0) → SAN_PDX_885_1069 (394.0) → PDX_LAX_1127_1294 (531.0) → LAX_PDX_1332_1487 (649.0) → PDX_SFO_1920_2036 (748.0) → SFO_SEA_2103_2216 (842.0) → SEA_SAT_2268_2642 (1079.0) → SAT_SEA_2768_2870 (1289.0) → SEA_MCI_3380_3733 (1496.0) → MCI_SEA_3777_3861 (1676.0) → SEA_SFO_5702_5837 (1780.0) → SFO_SEA_6112_6226 (1866.0) → SEA_LAX_6353_6530 (2004.0) → LAX_PDX_6587_6739 (2114.0) → PDX_LAX_6799_6953 (2238.0) → LAX_PDX_7006_7143 (2353.0) → PDX_DFW_7736_8090 (2550.0) → DFW_PDX_8151_8273 (2772.0) → PDX_AUS_9346_9704 (2987.0) → AUS_SEA_9756_9884 (3213.0) | 3213.0

N318AS | 26 | LAS_SEA_408_557 (116.0) → SEA_DFW_636_992 (327.0) → DFW_SEA_1052_1169 (537.0) → SEA_SMF_1248_1348 (620.0) → SMF_SEA_1816_1936 (708.0) → SEA_PHX_1997_2221 (859.0) → PHX_SEA_2283_2405 (1011.0) → SEA_LAS_2538_2679 (1126.0) → LAS_SFO_2716_2845 (1214.0) → SFO_SEA_3241_3364 (1309.0) → SEA_ORD_3479_3889 (1552.0) → ORD_SEA_3946_4062 (1767.0) → SEA_SMF_4130_4239 (1856.0) → SMF_SEA_4700_4815 (1935.0) → SEA_PHX_4872_5109 (2076.0) → PHX_SEA_5160_5280 (2226.0) → SEA_SJC_6340_6474 (2331.0) → SJC_SEA_6530_6648 (2419.0) → SEA_SFO_6730_6877 (2531.0) → SFO_SEA_7794_7911 (2626.0) → SEA_PSP_8090_8250 (2767.0) → PSP_PDX_8298_8439 (2883.0) → PDX_LAX_9123_9256 (2995.0) → LAX_SEA_9342_9508 (3129.0) → SEA_LAX_9593_9806 (3269.0) → LAX_SEA_9860_10038 (3413.0) | 3413.0

N323AS | 33 | ANC_SEA_54_341 (194.0) → SEA_MKE_450_818 (416.0) → MKE_SEA_856_975 (624.0) → SEA_ANC_1092_1234 (807.0) → ANC_JNU_1887_1987 (884.0) → JNU_SIT_2029_2076 (909.0) → SIT_KTN_2144_2214 (945.0) → KTN_SEA_2250_2430 (1040.0) → SEA_SJC_2486_2609 (1145.0) → SJC_SEA_2664_2785 (1246.0) → SEA_ORD_3238_3626 (1473.0) → ORD_SEA_3690_3806 (1686.0) → SEA_PHX_3900_4115 (1827.0) → PHX_PDX_4732_4851 (1978.0) → PDX_SAN_4954_5112 (2113.0) → SAN_PDX_5174_5324 (2233.0) → PDX_SEA_5383_5429 (2261.0) → SEA_RDM_5509_5585 (2307.0) → RDM_SEA_6244_6332 (2346.0) → SEA_SFO_6408_6544 (2460.0) → SFO_SEA_6604_6734 (2547.0) → SEA_SLC_6800_6988 (2643.0) → SLC_SEA_7044_7113 (2738.0) → SEA_SLC_7596_7786 (2832.0) → SLC_SEA_7851_7907 (2923.0) → SEA_SJC_8003_8123 (3024.0) → SJC_SEA_8184_8303 (3123.0) → SEA_PDX_8386_8442 (3151.0) → PDX_SEA_9057_9114 (3184.0) → SEA_SMF_9258_9365 (3265.0) → SMF_SEA_9419_9536 (3355.0) → SEA_PDX_9596_9647 (3384.0) → PDX_LAS_9761_9888 (3490.0) | 3490.0

N413AS | 21 | SEA_OMA_445_788 (183.0) → OMA_SEA_838_904 (350.0) → SEA_LAS_1174_1352 (475.0) → LAS_SEA_1836_1978 (596.0) → SEA_BWI_2040_2547 (894.0) → BWI_SEA_2606_2724 (1170.0) → SEA_IAD_3473_3980 (1457.0) → IAD_SEA_4022_4154 (1744.0) → SEA_IAH_4289_4659 (1963.0) → IAH_SEA_4734_4885 (2210.0) → SEA_MSY_4946_5325 (2448.0) → MSY_SEA_5380_5551 (2717.0) → SEA_CLE_6238_6704 (2960.0) → CLE_PIT_6747_6787 (2981.0) → PIT_SEA_6843_6975 (3267.0) → SEA_TPA_7036_7521 (3547.0) → TPA_SEA_7605_7789 (3886.0) → SEA_LAS_7855_8017 (4025.0) → LAS_SEA_8071_8217 (4148.0) → SEA_SAN_9216_9378 (4285.0) → SAN_SEA_9426_9600 (4427.0) | 4427.0

N428AS | 24 | SEA_FAI_1069_1223 (187.0) → FAI_SEA_1852_2155 (380.0) → SEA_SFO_2414_2557 (480.0) → SFO_PDX_2625_2725 (558.0) → PDX_SEA_3179_3249 (591.0) → SEA_ONT_3299_3448 (714.0) → ONT_SEA_3499_3654 (849.0) → SEA_MSY_4273_4662 (1097.0) → MSY_SEA_4736_4901 (1361.0) → SEA_PSP_4961_5127 (1507.0) → PSP_JFK_5195_5684 (1791.0) → JFK_PSP_6293_6466 (2122.0) → PSP_SEA_6639_6802 (2250.0) → SEA_HNL_6871_7100 (2577.0) → HNL_ANC_7154_7578 (2912.0) → ANC_SEA_8178_8434 (3088.0) → SEA_IAH_8598_8964 (3313.0) → IAH_SEA_9051_9205 (3556.0) → SEA_RDM_9312_9376 (3595.0) → RDM_SEA_9434_9499 (3640.0) → SEA_KTN_9562_9619 (3737.0) → KTN_SIT_9680_9733 (3774.0) → SIT_JNU_9777_9817 (3801.0) → JNU_ANC_9874_9985 (3894.0) | 3894.0

N431AS | 21 | LAX_SEA_952_1103 (126.0) → SEA_PHX_1155_1392 (279.0) → PHX_PDX_1848_1949 (417.0) → PDX_BOS_2030_2545 (730.0) → BOS_PDX_2591_2742 (1037.0) → PDX_MIA_3427_3952 (1363.0) → MIA_PDX_4008_4170 (1680.0) → PDX_PSP_4789_4950 (1812.0) → PSP_PDX_4997_5147 (1929.0) → PDX_DEN_5207_5411 (2057.0) → DEN_PDX_5485_5588 (2196.0) → PDX_PSP_6223_6381 (2336.0) → PSP_PDX_6432_6577 (2458.0) → PDX_DEN_6649_6856 (2583.0) → DEN_PDX_6908_7012 (2727.0) → PDX_OGG_7630_7865 (3039.0) → OGG_SEA_7940_8410 (3365.0) → SEA_ANC_8501_8655 (3556.0) → ANC_SEA_8742_9023 (3731.0) → SEA_OGG_9153_9394 (4047.0) → OGG_SAN_9465_9914 (4349.0) | 4349.0

N433AS | 19 | SFO_ORD_514_888 (223.0) → ORD_SFO_993_1151 (460.0) → SFO_FLL_1281_1778 (745.0) → FLL_SEA_1850_2031 (1082.0) → SEA_DAL_2105_2483 (1300.0) → DAL_SEA_2534_2654 (1514.0) → SEA_MSY_3483_3898 (1777.0) → MSY_SEA_3950_4102 (2026.0) → SEA_AUS_4235_4584 (2226.0) → AUS_SEA_4680_4840 (2472.0) → SEA_IAD_4916_5422 (2769.0) → IAD_SEA_5478_5629 (3065.0) → SEA_OGG_6276_6510 (3387.0) → OGG_SAN_6589_7003 (3657.0) → SAN_JFK_7763_8234 (3920.0) → JFK_SFO_8324_8545 (4294.0) → SFO_BOS_9053_9565 (4600.0) → BOS_SAN_9655_9887 (4982.0) → SAN_MCO_9960_10401 (5212.0) | 5212.0

N467AS | 14 | SJC_HNL_411_669 (347.0) → HNL_SEA_728_1165 (637.0) → SEA_JFK_1926_2460 (956.0) → JFK_SAN_2508_2661 (1257.0) → SAN_PDX_3290_3448 (1391.0) → PDX_PSP_5175_5327 (1527.0) → PSP_SEA_5379_5534 (1656.0) → SEA_LAX_6117_6303 (1797.0) → LAX_EWR_6377_6874 (2078.0) → EWR_LAX_6924_7115 (2420.0) → LAX_HNL_7635_7856 (2737.0) → HNL_PDX_7952_8416 (3056.0) → PDX_HNL_9118_9394 (3384.0) → HNL_PAE_9445_9937 (3718.0) | 3718.0

N474AS | 25 | DFW_SEA_479_602 (212.0) → SEA_GEG_685_739 (250.0) → GEG_SEA_802_863 (291.0) → SEA_PHX_940_1182 (450.0) → PHX_SEA_1236_1342 (590.0) → SEA_MSY_1397_1787 (842.0) → MSY_SEA_1851_2015 (1102.0) → SEA_TUS_2115_2348 (1260.0) → TUS_SEA_2430_2557 (1420.0) → SEA_SJC_2629_2754 (1520.0) → SJC_OGG_3292_3544 (1874.0) → OGG_SAN_3612_3995 (2123.0) → SAN_AUS_4925_5218 (2246.0) → AUS_SFO_5322_5489 (2508.0) → SFO_SEA_5569_5682 (2596.0) → SEA_CVG_6306_6749 (2837.0) → CVG_SEA_6801_6912 (3099.0) → SEA_JNU_7093_7177 (3220.0) → JNU_SEA_7508_7720 (3338.0) → SEA_IAD_7795_8281 (3603.0) → IAD_SEA_8331_8502 (3918.0) → SEA_DFW_8589_8936 (4121.0) → DFW_SEA_9002_9130 (4337.0) → SEA_IAD_9236_9712 (4610.0) → IAD_SEA_9769_9917 (4908.0) | 4908.0

N477AS | 21 | SEA_SAT_749_1110 (219.0) → SAT_SEA_1163_1284 (441.0) → SEA_DFW_1381_1737 (650.0) → DFW_SEA_1802_1928 (857.0) → SEA_CVG_2019_2498 (1122.0) → CVG_SEA_2549_2631 (1360.0) → SEA_LAS_2693_2833 (1475.0) → LAS_SEA_3318_3495 (1612.0) → SEA_DFW_3552_3900 (1816.0) → DFW_SEA_3953_4057 (2015.0) → SEA_TPA_4997_5492 (2310.0) → TPA_SEA_5547_5700 (2616.0) → SEA_OKC_6222_6557 (2795.0) → OKC_SEA_6606_6731 (3013.0) → SEA_LAS_6860_7029 (3145.0) → LAS_SEA_7613_7765 (3269.0) → SEA_KOA_7921_8157 (3600.0) → KOA_SEA_8468_8949 (3945.0) → SEA_MKE_9079_9425 (4149.0) → MKE_SEA_9485_9625 (4377.0) → SEA_LAX_9706_9869 (4506.0) | 4506.0

N495AS | 16 | HNL_PAE_956_1392 (289.0) → PAE_PHX_1879_2114 (447.0) → PHX_SFO_2185_2262 (554.0) → SFO_JFK_2308_2828 (874.0) → JFK_PSP_3414_3566 (1180.0) → PSP_SEA_3780_3956 (1321.0) → SEA_HNL_4067_4356 (1645.0) → HNL_SEA_4735_5230 (1976.0) → SEA_LAS_5284_5443 (2103.0) → LAS_PAE_5495_5642 (2227.0) → PAE_HNL_6367_6600 (2560.0) → HNL_SJC_6648_7069 (2840.0) → SJC_SEA_7801_7923 (2940.0) → SEA_JFK_8050_8527 (3219.0) → JFK_SFO_9404_9617 (3580.0) → SFO_AUS_9691_10015 (3762.0) | 3762.0

N508AS | 23 | LAX_SEA_1126_1285 (126.0) → SEA_DCA_1957_2480 (429.0) → DCA_SEA_2541_2673 (716.0) → SEA_JNU_2773_2858 (838.0) → JNU_SEA_3189_3407 (954.0) → SEA_ANC_3477_3646 (1143.0) → ANC_KOA_3889_4222 (1506.0) → KOA_SEA_4283_4767 (1837.0) → SEA_FAT_4824_4969 (1946.0) → FAT_SEA_5033_5169 (2041.0) → SEA_LIH_5380_5611 (2371.0) → LIH_SEA_5696_6189 (2697.0) → SEA_DCA_6269_6766 (2980.0) → DCA_SEA_6817_6964 (3285.0) → SEA_ANC_7793_7948 (3476.0) → ANC_ADQ_7990_8046 (3520.0) → ADQ_ANC_8090_8135 (3557.0) → ANC_KOA_8195_8511 (3917.0) → KOA_ANC_8573_8993 (4248.0) → ANC_BET_9274_9356 (4310.0) → BET_ANC_9412_9480 (4366.0) → ANC_KOA_9615_9927 (4710.0) → KOA_ANC_10010_10431 (5047.0) | 5047.0

N525AS | 23 | MCO_PDX_411_598 (333.0) → PDX_AUS_704_1060 (546.0) → AUS_SEA_1110_1241 (767.0) → SEA_DTW_1935_2405 (1021.0) → DTW_SEA_2447_2537 (1255.0) → SEA_BOI_2637_2785 (1321.0) → BOI_SEA_3350_3440 (1384.0) → SEA_SNA_3491_3651 (1514.0) → SNA_PDX_3696_3840 (1647.0) → PDX_PHX_3896_4099 (1772.0) → PHX_SEA_4158_4274 (1923.0) → SEA_DCA_4830_5340 (2217.0) → DCA_SEA_5392_5544 (2514.0) → SEA_SNA_6130_6307 (2665.0) → SNA_SEA_6355_6514 (2796.0) → SEA_ONT_6564_6723 (2935.0) → ONT_SEA_6765_6903 (3055.0) → SEA_PDX_7071_7125 (3082.0) → PDX_SNA_7612_7759 (3209.0) → SNA_PDX_7802_7937 (3333.0) → PDX_PHX_8053_8268 (3472.0) → PHX_ANC_8337_8556 (3792.0) → ANC_ADQ_9738_9792 (3833.0) | 3833.0

N533AS | 23 | SEA_BUR_399_565 (132.0) → BUR_SEA_608_749 (252.0) → SEA_DCA_833_1320 (542.0) → DCA_LAX_1988_2158 (830.0) → LAX_SEA_2277_2447 (972.0) → SEA_KOA_2537_2808 (1337.0) → KOA_ANC_2860_3298 (1697.0) → ANC_SEA_3505_3759 (1873.0) → SEA_GEG_3809_3873 (1915.0) → GEG_SEA_3925_3988 (1955.0) → SEA_BOI_4082_4232 (2026.0) → BOI_SEA_4793_4830 (2103.0) → SEA_SAT_6510_6861 (2313.0) → SAT_SEA_6924_7093 (2567.0) → SEA_KTN_8125_8185 (2670.0) → KTN_SIT_8246_8296 (2705.0) → SIT_JNU_8334_8393 (2727.0) → JNU_ANC_8434_8540 (2813.0) → ANC_PHX_8627_9100 (3121.0) → PHX_SEA_9151_9276 (3271.0) → SEA_PHX_9346_9577 (3413.0) → PHX_SEA_9644_9770 (3566.0) → SEA_BOI_9838_9998 (3631.0) | 3631.0

N536AS | 22 | SEA_DCA_509_1020 (311.0) → DCA_SEA_1077_1219 (604.0) → SEA_PDX_1321_1374 (631.0) → PDX_SEA_1817_1869 (662.0) → SEA_OKC_1939_2279 (864.0) → OKC_SEA_2317_2412 (1054.0) → SEA_LIH_2511_2771 (1412.0) → LIH_SEA_2829_3264 (1709.0) → SEA_DCA_3393_3886 (2004.0) → DCA_SEA_3929_4054 (2293.0) → SEA_BUR_4730_4880 (2425.0) → BUR_SEA_4983_5126 (2542.0) → SEA_DCA_5198_5673 (2821.0) → DCA_LAX_6324_6500 (3154.0) → LAX_SEA_6591_6757 (3274.0) → SEA_JNU_6855_6948 (3395.0) → JNU_SEA_7671_7873 (3510.0) → SEA_BZN_7935_8089 (3581.0) → BZN_SEA_8151_8199 (3658.0) → SEA_SNA_9104_9265 (3793.0) → SNA_SEA_9323_9477 (3931.0) → SEA_SNA_9623_9774 (4063.0) | 4063.0

N553AS | 28 | TPA_SEA_420_594 (322.0) → SEA_SFO_777_915 (438.0) → SFO_SEA_976_1099 (531.0) → SEA_SAN_1184_1341 (671.0) → SAN_SEA_1923_2139 (819.0) → SEA_LAX_2189_2331 (940.0) → LAX_PDX_2416_2569 (1065.0) → PDX_SNA_2635_2769 (1184.0) → SNA_PDX_3286_3453 (1319.0) → PDX_SNA_3528_3667 (1440.0) → SNA_SEA_3729_3895 (1577.0) → SEA_SNA_4063_4220 (1712.0) → SNA_SEA_4778_4966 (1842.0) → SEA_PHX_5030_5264 (1990.0) → PHX_SEA_5318_5457 (2144.0) → SEA_PDX_5513_5570 (2175.0) → PDX_ORD_6191_6554 (2384.0) → ORD_PDX_6627_6767 (2619.0) → PDX_ONT_6820_6962 (2743.0) → ONT_PDX_6999_7123 (2851.0) → PDX_PSP_7672_7824 (2989.0) → PSP_PDX_7872_8008 (3108.0) → PDX_SEA_8262_8326 (3143.0) → SEA_GEG_8386_8449 (3185.0) → GEG_SEA_9136_9200 (3225.0) → SEA_GEG_9324_9388 (3269.0) → GEG_SEA_9439_9506 (3310.0) → SEA_SLC_9587_9760 (3401.0) | 3401.0

N560AS | 21 | SFO_BOS_414_939 (314.0) → BOS_SAN_1011_1200 (647.0) → SAN_SEA_1932_2151 (795.0) → SEA_FAI_2203_2371 (988.0) → FAI_SEA_2419_2685 (1176.0) → SEA_SAN_3418_3570 (1306.0) → SAN_SEA_3643_3810 (1450.0) → SEA_LIH_3940_4174 (1778.0) → LIH_SEA_4258_4733 (2115.0) → SEA_OKC_4789_5127 (2301.0) → OKC_SEA_5172_5287 (2512.0) → SEA_LAS_5378_5527 (2639.0) → LAS_SFO_5688_5799 (2718.0) → SFO_ORD_6273_6668 (2928.0) → ORD_SFO_6726_6901 (3205.0) → SFO_PDX_6948_7044 (3280.0) → PDX_BUR_7733_7863 (3392.0) → BUR_PDX_7923_8053 (3504.0) → PDX_SNA_8148_8295 (3631.0) → SNA_PDX_9049_9205 (3764.0) → PDX_MCO_9262_9776 (4059.0) | 4059.0

N581AS | 20 | LAX_SEA_542_713 (123.0) → SEA_LAX_767_924 (253.0) → LAX_DCA_2237_2731 (541.0) → DCA_LAX_3419_3568 (844.0) → LAX_SEA_4822_4983 (967.0) → SEA_PSP_5209_5379 (1120.0) → PSP_PDX_5426_5564 (1238.0) → PDX_SEA_6172_6239 (1265.0) → SEA_SAN_6298_6472 (1417.0) → SAN_SEA_6525_6676 (1547.0) → SEA_SAN_6813_7004 (1719.0) → SAN_MCO_7080_7529 (1958.0) → MCO_SEA_7611_7813 (2304.0) → SEA_SNA_7921_8080 (2443.0) → SNA_SEA_8126_8276 (2576.0) → SEA_PSC_8344_8395 (2608.0) → PSC_SEA_9105_9162 (2644.0) → SEA_SNA_9237_9400 (2781.0) → SNA_PDX_9454_9602 (2911.0) → PDX_SAN_9746_9923 (3035.0) | 3035.0

N587AS | 26 | SAN_SEA_478_661 (136.0) → SEA_SNA_720_888 (277.0) → SNA_SEA_937_1089 (408.0) → SEA_PSC_1152_1211 (445.0) → PSC_SEA_1900_1972 (482.0) → SEA_SAN_2034_2199 (619.0) → SAN_SEA_2272_2460 (775.0) → SEA_SFO_2552_2708 (878.0) → SFO_SEA_2749_2869 (971.0) → SEA_SNA_3253_3418 (1104.0) → SNA_SEA_3483_3649 (1247.0) → SEA_SNA_3959_4149 (1381.0) → SNA_SEA_4845_5032 (1512.0) → SEA_LAS_5087_5269 (1640.0) → LAS_SEA_5319_5467 (1759.0) → SEA_ANC_5542_5688 (1945.0) → ANC_FAI_5737_5798 (1983.0) → FAI_SEA_5852_6146 (2180.0) → SEA_OMA_6199_6514 (2344.0) → OMA_SEA_6576_6671 (2532.0) → SEA_EUG_7881_7948 (2573.0) → EUG_SEA_8000_8070 (2618.0) → SEA_SNA_8278_8427 (2750.0) → SNA_SEA_9148_9303 (2887.0) → SEA_SNA_9355_9517 (3020.0) → SNA_SEA_9566_9734 (3163.0) | 3163.0

