AIRCRAFT | NBR_FLIGHTS | ROUTE | TOTAL_FLYING_TIME 
N290AK | 23 | MCO_SEA_533_739 (361.0) → SEA_SJC_800_915 (461.0) → SJC_SEA_987_1115 (568.0) → SEA_STL_1889_2239 (774.0) → STL_SEA_2296_2428 (999.0) → SEA_FAI_2517_2673 (1189.0) → FAI_SEA_3300_3583 (1373.0) → SEA_SLC_3664_3848 (1471.0) → SLC_SEA_3913_3989 (1567.0) → SEA_JNU_4047_4161 (1712.0) → JNU_SEA_4841_5042 (1831.0) → SEA_AUS_5100_5473 (2036.0) → AUS_SEA_5532_5682 (2270.0) → SEA_DFW_6423_6779 (2461.0) → DFW_SEA_6846_6997 (2706.0) → SEA_ANC_7066_7232 (2903.0) → ANC_SEA_7297_7579 (3070.0) → SEA_DEN_7621_7850 (3199.0) → DEN_SEA_7918_8021 (3342.0) → SEA_IAD_8167_8640 (3613.0) → IAD_SEA_9064_9233 (3919.0) → SEA_IAH_9333_9728 (4137.0) → IAH_SEA_9795_9960 (4402.0) | 4402.0

N305AS | 27 | RDM_SEA_413_493 (44.0) → SEA_SAN_544_694 (173.0) → SAN_SEA_761_955 (331.0) → SEA_ONT_1799_1953 (458.0) → ONT_SEA_2012_2161 (584.0) → SEA_SAN_2281_2452 (729.0) → SAN_SEA_2512_2684 (868.0) → SEA_ANC_2842_3000 (1062.0) → ANC_SEA_3065_3334 (1237.0) → SEA_ANC_3419_3575 (1428.0) → ANC_SEA_3660_3923 (1611.0) → SEA_PDX_4072_4130 (1636.0) → PDX_DFW_4857_5203 (1836.0) → DFW_PDX_5261_5384 (2056.0) → PDX_LAS_5447_5574 (2154.0) → LAS_SFO_5631_5732 (2228.0) → SFO_ORD_6178_6552 (2450.0) → ORD_SFO_6626_6782 (2696.0) → SFO_LAS_6891_6985 (2767.0) → LAS_SFO_7197_7300 (2841.0) → SFO_AUS_7673_8038 (3021.0) → AUS_SFO_8100_8239 (3255.0) → SFO_AUS_8301_8625 (3425.0) → AUS_SFO_9087_9205 (3637.0) → SFO_SEA_9260_9405 (3755.0) → SEA_PSP_9465_9602 (3872.0) → PSP_SEA_9674_9878 (4049.0) | 4049.0

N306AS | 33 | SEA_GEG_592_655 (41.0) → GEG_SEA_713_786 (82.0) → SEA_RNO_857_961 (153.0) → RNO_SEA_1017_1151 (257.0) → SEA_SJC_1190_1325 (357.0) → SJC_SEA_1805_1945 (461.0) → SEA_SJC_2020_2166 (581.0) → SJC_SEA_2240_2366 (674.0) → SEA_PDX_2421_2465 (705.0) → PDX_SEA_2517_2596 (739.0) → SEA_SAN_3311_3483 (877.0) → SAN_SEA_3541_3728 (1027.0) → SEA_SFO_3872_3992 (1113.0) → SFO_SEA_4047_4199 (1232.0) → SEA_PDX_4277_4325 (1260.0) → PDX_PHX_4740_4958 (1396.0) → PHX_PDX_5010_5140 (1559.0) → PDX_PSP_5192_5342 (1675.0) → PSP_PDX_5388_5554 (1811.0) → PDX_LAX_5614_5746 (1922.0) → LAX_SEA_6123_6306 (2081.0) → SEA_LAX_6363_6526 (2198.0) → LAX_PDX_6590_6759 (2334.0) → PDX_LAX_6826_6955 (2441.0) → LAX_PDX_7063_7224 (2570.0) → PDX_SAN_7624_7776 (2688.0) → SAN_PDX_7978_8155 (2833.0) → PDX_SAN_8230_8361 (2946.0) → SAN_PDX_8413_8577 (3089.0) → PDX_ORD_9073_9438 (3309.0) → ORD_SEA_9514_9660 (3541.0) → SEA_LAS_9772_9902 (3642.0) → LAS_SEA_9948_10129 (3802.0) | 3802.0

N315AS | 25 | SFO_ORD_422_918 (235.0) → ORD_SFO_975_1108 (464.0) → SFO_SEA_1801_1926 (555.0) → SEA_SAN_1989_2152 (699.0) → SAN_SEA_2212_2371 (831.0) → SEA_PHX_2450_2688 (983.0) → PHX_SEA_2742_2849 (1127.0) → SEA_LAS_3521_3666 (1243.0) → LAS_PAE_3738_3987 (1383.0) → PAE_PHX_4058_4299 (1526.0) → PHX_PAE_4759_4896 (1698.0) → PAE_LAS_4951_5087 (1810.0) → LAS_SEA_5161_5335 (1956.0) → SEA_DFW_5404_5753 (2155.0) → DFW_SEA_6239_6388 (2389.0) → SEA_LAX_6483_6637 (2508.0) → LAX_SEA_6705_6896 (2664.0) → SEA_LAS_7676_7812 (2775.0) → LAS_SEA_7884_8050 (2920.0) → SEA_DEN_8106_8323 (3051.0) → DEN_SEA_8401_8516 (3198.0) → SEA_OAK_8584_8689 (3284.0) → OAK_SEA_8993_9138 (3402.0) → SEA_ORD_9246_9665 (3614.0) → ORD_SEA_9746_9911 (3850.0) | 3850.0

N317AS | 27 | FAI_SEA_201_455 (177.0) → SEA_LAX_528_675 (298.0) → LAX_SEA_743_917 (446.0) → SEA_SFO_990_1113 (549.0) → SFO_SEA_1177_1307 (648.0) → SEA_SJC_1855_1984 (758.0) → SJC_SEA_2047_2171 (855.0) → SEA_SJC_2247_2382 (972.0) → SJC_SEA_2432_2554 (1067.0) → SEA_ANC_3375_3530 (1258.0) → ANC_SEA_3593_3853 (1441.0) → SEA_PHX_4087_4345 (1577.0) → PHX_SEA_4706_4849 (1756.0) → SEA_PIT_4922_5383 (2000.0) → PIT_SEA_5447_5576 (2288.0) → SEA_LAS_6225_6362 (2399.0) → LAS_SEA_6427_6598 (2545.0) → SEA_PHX_6669_6910 (2678.0) → PHX_SEA_6965_7117 (2857.0) → SEA_DFW_7182_7527 (3054.0) → DFW_SEA_7641_7776 (3280.0) → SEA_DFW_7967_8313 (3478.0) → DFW_SEA_8423_8562 (3710.0) → SEA_PHX_9068_9279 (3843.0) → PHX_SEA_9344_9480 (4012.0) → SEA_PHX_9550_9765 (4148.0) → PHX_SEA_9831_9982 (4331.0) | 4331.0

N320AS | 33 | SJC_SEA_364_507 (106.0) → SEA_PHX_570_794 (247.0) → PHX_SEA_857_991 (412.0) → SEA_LAS_1064_1207 (522.0) → LAS_SFO_1317_1401 (588.0) → SFO_ORD_1859_2247 (820.0) → ORD_SFO_2309_2462 (1065.0) → SFO_AUS_2533_2855 (1242.0) → AUS_SFO_3432_3558 (1452.0) → SFO_SEA_3655_3795 (1561.0) → SEA_LAS_3857_4005 (1685.0) → LAS_SEA_4086_4272 (1829.0) → SEA_PHX_4668_4915 (1966.0) → PHX_SEA_4965_5107 (2141.0) → SEA_SAN_5176_5324 (2266.0) → SAN_SEA_5397_5572 (2418.0) → SEA_SLC_6187_6360 (2510.0) → SLC_SEA_6449_6557 (2622.0) → SEA_LAX_6651_6804 (2744.0) → LAX_SEA_6863_7042 (2897.0) → SEA_PDX_7152_7210 (2926.0) → PDX_SEA_7495_7564 (2958.0) → SEA_PHX_7626_7841 (3093.0) → PHX_SEA_7908_8038 (3254.0) → SEA_PHX_8109_8330 (3390.0) → PHX_SEA_8407_8537 (3554.0) → SEA_ORD_8600_8957 (3762.0) → ORD_PDX_9026_9156 (3994.0) → PDX_SEA_9262_9310 (4026.0) → SEA_BOI_9372_9523 (4088.0) → BOI_SEA_9582_9616 (4162.0) → SEA_PHX_9672_9885 (4296.0) → PHX_SEA_9941_10089 (4480.0) | 4480.0

N431AS | 21 | SFO_LAS_1137_1238 (73.0) → LAS_SEA_1853_2001 (197.0) → SEA_CLE_2073_2506 (429.0) → CLE_SEA_2554_2674 (709.0) → SEA_EWR_3231_3711 (986.0) → EWR_SFO_3805_3990 (1324.0) → SFO_PDX_4069_4177 (1415.0) → PDX_ORD_4258_4603 (1623.0) → ORD_PDX_4695_4849 (1866.0) → PDX_SEA_4912_4972 (1901.0) → SEA_FAI_5037_5195 (2094.0) → FAI_SEA_5276_5547 (2286.0) → SEA_TPA_5606_6120 (2585.0) → TPA_SEA_6205_6384 (2913.0) → SEA_IAH_6453_6814 (3132.0) → IAH_SEA_6898_7074 (3393.0) → SEA_HNL_7639_7887 (3721.0) → HNL_SEA_8048_8528 (4047.0) → SEA_EWR_8613_9100 (4332.0) → EWR_SEA_9179_9341 (4644.0) → SEA_OGG_9422_9669 (4962.0) | 4962.0

N440AS | 19 | JFK_PDX_694_866 (318.0) → PDX_ONT_997_1120 (424.0) → ONT_PDX_1181_1321 (548.0) → PDX_SEA_1741_1799 (576.0) → SEA_PHX_1873_2105 (719.0) → PHX_SEA_2156_2282 (871.0) → SEA_MCO_2365_2870 (1166.0) → MCO_SEA_3303_3489 (1499.0) → SEA_MSY_3551_3948 (1754.0) → MSY_SEA_4008_4187 (2032.0) → SEA_BUR_5370_5512 (2147.0) → BUR_SEA_5565_5733 (2288.0) → SEA_HNL_6263_6532 (2648.0) → HNL_LAX_6648_7105 (2944.0) → LAX_TPA_8608_9044 (3176.0) → TPA_SFO_9179_9360 (3515.0) → SFO_SEA_9417_9559 (3633.0) → SEA_HNL_9627_9857 (3957.0) → HNL_SEA_9952_10417 (4263.0) | 4263.0

N481AS | 21 | LAS_SFO_441_532 (64.0) → SFO_SEA_634_764 (170.0) → SEA_PSP_825_979 (294.0) → PSP_SEA_1037_1204 (439.0) → SEA_SMF_2767_2881 (528.0) → SMF_SEA_3236_3353 (624.0) → SEA_BUR_3417_3561 (746.0) → BUR_SEA_3623_3789 (885.0) → SEA_PDX_3846_3892 (913.0) → PDX_SEA_3965_4020 (946.0) → SEA_STL_4771_5122 (1152.0) → STL_SEA_5175_5310 (1382.0) → SEA_RSW_6305_6843 (1698.0) → RSW_SEA_6900_7086 (2040.0) → SEA_IAH_7159_7525 (2260.0) → IAH_SEA_7642_7808 (2519.0) → SEA_HNL_7903_8147 (2847.0) → HNL_SEA_8223_8701 (3183.0) → SEA_LAX_9124_9272 (3291.0) → LAX_IAD_9338_9791 (3534.0) → IAD_SFO_9893_10073 (3873.0) | 3873.0

N520AS | 31 | SEA_MSP_470_787 (175.0) → MSP_SEA_858_960 (370.0) → SEA_DFW_1082_1433 (572.0) → DFW_SEA_1915_2047 (795.0) → SEA_RDM_2113_2173 (834.0) → RDM_SEA_2255_2338 (876.0) → SEA_KTN_2390_2437 (965.0) → KTN_SIT_2496_2546 (998.0) → SIT_JNU_2599_2641 (1022.0) → JNU_ANC_2688_2803 (1110.0) → ANC_LAX_2926_3286 (1394.0) → LAX_PDX_3486_3632 (1524.0) → PDX_LAX_3682_3803 (1626.0) → LAX_PDX_3861_4027 (1767.0) → PDX_LAX_4142_4290 (1864.0) → LAX_SEA_4798_4975 (2011.0) → SEA_LAX_5059_5209 (2130.0) → LAX_PDX_5304_5458 (2262.0) → PDX_SNA_5523_5647 (2371.0) → SNA_PDX_6161_6339 (2517.0) → PDX_LAX_6391_6527 (2622.0) → LAX_SEA_6589_6778 (2782.0) → SEA_DFW_6847_7190 (2979.0) → DFW_SEA_7705_7853 (3217.0) → SEA_BOI_7908_8048 (3271.0) → BOI_SEA_8106_8156 (3338.0) → SEA_SNA_8404_8548 (3460.0) → SNA_PDX_9233_9401 (3615.0) → PDX_SNA_9457_9582 (3718.0) → SNA_SEA_9640_9854 (3895.0) → SEA_SAN_9935_10079 (4008.0) | 4008.0

N526AS | 25 | ANC_SEA_27_281 (175.0) → SEA_ANC_410_562 (369.0) → ANC_SEA_644_902 (552.0) → SEA_SNA_982_1129 (679.0) → SNA_SEA_1189_1357 (827.0) → SEA_ANC_1932_2076 (1004.0) → ANC_SEA_2153_2417 (1192.0) → SEA_DEN_2647_2866 (1326.0) → DEN_SEA_3436_3559 (1466.0) → SEA_AUS_3648_4016 (1685.0) → AUS_SEA_4073_4232 (1939.0) → SEA_GEG_4914_4986 (1979.0) → GEG_SEA_5032_5105 (2025.0) → SEA_DCA_5227_5685 (2287.0) → DCA_LAX_6304_6504 (2606.0) → LAX_DCA_6563_7022 (2857.0) → DCA_SEA_7674_7821 (3159.0) → SEA_PSC_7881_7941 (3195.0) → PSC_SEA_8002_8063 (3234.0) → SEA_DEN_8230_8449 (3364.0) → DEN_SEA_9015_9125 (3512.0) → SEA_SJC_9216_9322 (3599.0) → SJC_SEA_9397_9539 (3721.0) → SEA_SNA_9623_9756 (3830.0) → SNA_SEA_9824_10037 (4010.0) | 4010.0

N531AS | 26 | ATL_SEA_464_596 (284.0) → SEA_SFO_688_818 (382.0) → SFO_SEA_879_1001 (484.0) → SEA_ANC_1167_1319 (664.0) → ANC_LAX_1494_1896 (979.0) → LAX_SEA_2582_2743 (1103.0) → SEA_SNA_3352_3516 (1239.0) → SNA_SEA_3573_3760 (1403.0) → SEA_LAX_3833_3980 (1519.0) → LAX_ANC_4056_4332 (1828.0) → ANC_SEA_4398_4660 (2010.0) → SEA_SJC_4733_4846 (2109.0) → SJC_SEA_4926_5085 (2244.0) → SEA_PHX_5141_5351 (2375.0) → PHX_ANC_5435_5683 (2720.0) → ANC_LAX_5811_6168 (2999.0) → LAX_PDX_6296_6460 (3132.0) → PDX_LAX_6521_6646 (3238.0) → LAX_PDX_6741_6901 (3372.0) → PDX_SNA_6963_7099 (3487.0) → SNA_SEA_7594_7780 (3634.0) → SEA_SAN_7872_8022 (3760.0) → SAN_LIH_8142_8397 (4109.0) → LIH_SEA_8547_9031 (4438.0) → SEA_ANC_9121_9318 (4650.0) → ANC_SEA_9378_9630 (4824.0) | 4824.0

N558AS | 30 | PDX_SNA_410_544 (121.0) → SNA_PDX_603_746 (252.0) → PDX_DEN_836_1035 (375.0) → DEN_PDX_1094_1194 (514.0) → PDX_MIA_1299_1813 (822.0) → MIA_PDX_1913_2135 (1193.0) → PDX_LAS_2199_2332 (1308.0) → LAS_PDX_2383_2517 (1416.0) → PDX_BUR_2601_2739 (1535.0) → BUR_SEA_3327_3483 (1665.0) → SEA_PDX_3552_3616 (1693.0) → PDX_SEA_3684_3739 (1727.0) → SEA_GEG_3819_3882 (1769.0) → GEG_SEA_3928_3992 (1811.0) → SEA_KTN_5271_5323 (1906.0) → KTN_SIT_5367_5416 (1941.0) → SIT_JNU_5475_5508 (1964.0) → JNU_ANC_5570_5675 (2057.0) → ANC_SCC_6087_6192 (2144.0) → SCC_ANC_6253_6357 (2232.0) → ANC_BET_6810_6893 (2300.0) → BET_ANC_6947_7018 (2357.0) → ANC_LAS_7184_7508 (2606.0) → LAS_SFO_7644_7738 (2678.0) → SFO_BOS_7804_8343 (2988.0) → BOS_PDX_8399_8572 (3322.0) → PDX_SNA_9053_9178 (3428.0) → SNA_PDX_9253_9434 (3585.0) → PDX_DEN_9488_9695 (3712.0) → DEN_PDX_9746_9859 (3858.0) | 3858.0

N566AS | 27 | SNA_SEA_414_594 (148.0) → SEA_TUS_651_904 (302.0) → TUS_SEA_955_1095 (470.0) → SEA_PHX_1160_1386 (610.0) → PHX_PAE_1888_2012 (773.0) → PAE_LAS_2068_2236 (904.0) → LAS_SEA_2283_2449 (1029.0) → SEA_DFW_2548_2908 (1238.0) → DFW_SEA_3409_3551 (1454.0) → SEA_GEG_3603_3667 (1493.0) → GEG_SEA_3703_3781 (1536.0) → SEA_ANC_3864_4022 (1728.0) → ANC_JNU_4779_4884 (1810.0) → JNU_SIT_4924_4976 (1836.0) → SIT_KTN_5014_5070 (1870.0) → KTN_SEA_5120_5291 (1956.0) → SEA_ORD_5390_5758 (2165.0) → ORD_SEA_6251_6409 (2396.0) → SEA_STS_6470_6610 (2483.0) → STS_SEA_6659_6778 (2577.0) → SEA_LAX_6838_6982 (2695.0) → LAX_EWR_7058_7559 (2972.0) → EWR_SEA_7658_7833 (3291.0) → SEA_ORD_7945_8324 (3507.0) → ORD_SEA_8385_8540 (3733.0) → SEA_JFK_9104_9616 (4030.0) → JFK_SEA_9680_9908 (4361.0) | 4361.0

N570AS | 26 | SNA_SEA_466_639 (153.0) → SEA_ORD_717_1086 (365.0) → ORD_SEA_1142_1293 (597.0) → SEA_BZN_2126_2278 (667.0) → BZN_SEA_2347_2389 (748.0) → SEA_LIH_2513_2760 (1076.0) → LIH_SAN_2838_3307 (1402.0) → SAN_SEA_3388_3570 (1553.0) → SEA_LAS_3618_3764 (1673.0) → LAS_PDX_3824_4019 (1798.0) → PDX_SNA_4078_4208 (1910.0) → SNA_PDX_4723_4901 (2050.0) → PDX_LAX_4953_5083 (2158.0) → LAX_PDX_5146_5298 (2288.0) → PDX_PHX_5381_5579 (2409.0) → PHX_SEA_6174_6313 (2581.0) → SEA_SNA_6369_6523 (2704.0) → SNA_PDX_6577_6746 (2844.0) → PDX_PHX_6805_7014 (2970.0) → PHX_SEA_7614_7744 (3130.0) → SEA_ORD_7804_8180 (3344.0) → ORD_SEA_8245_8391 (3573.0) → SEA_ANC_8460_8646 (3799.0) → ANC_SEA_8806_9047 (3961.0) → SEA_LIH_9163_9393 (4290.0) → LIH_SEA_9548_10011 (4610.0) | 4610.0

N585AS | 26 | ANC_SEA_162_428 (174.0) → SEA_ANC_479_633 (367.0) → ANC_SEA_715_980 (548.0) → SEA_BUR_1045_1181 (666.0) → BUR_SEA_1268_1435 (804.0) → SEA_ORD_1795_2159 (1014.0) → ORD_PDX_2215_2349 (1249.0) → PDX_ONT_2434_2569 (1371.0) → ONT_PDX_2628_2754 (1482.0) → PDX_SEA_3178_3252 (1518.0) → SEA_LAS_3342_3511 (1646.0) → LAS_SEA_3563_3728 (1781.0) → SEA_ATL_3841_4313 (2045.0) → ATL_SEA_4752_4910 (2332.0) → SEA_RDM_4991_5054 (2370.0) → RDM_SEA_5133_5199 (2418.0) → SEA_ANC_5295_5444 (2607.0) → ANC_SEA_5503_5765 (2788.0) → SEA_LIH_6321_6593 (3149.0) → LIH_SEA_6647_7117 (3465.0) → SEA_LIH_7702_8038 (3797.0) → LIH_SEA_8108_8604 (4137.0) → SEA_MSP_9120_9435 (4312.0) → MSP_SEA_9512_9628 (4502.0) → SEA_LIH_9718_9994 (4847.0) → LIH_SAN_10060_10521 (5166.0) | 5166.0

N587AS | 29 | JNU_SEA_310_514 (116.0) → SEA_PIT_580_1048 (374.0) → PIT_SEA_1104_1236 (648.0) → SEA_SLC_1846_2021 (744.0) → SLC_SEA_2122_2206 (845.0) → SEA_SBA_2265_2429 (976.0) → SBA_SEA_2482_2633 (1092.0) → SEA_PDX_2732_2790 (1121.0) → PDX_ANC_2866_3034 (1324.0) → ANC_SEA_3168_3438 (1506.0) → SEA_IAD_3504_3971 (1771.0) → IAD_SEA_4030_4189 (2080.0) → SEA_SMF_4248_4369 (2161.0) → SMF_SEA_4703_4832 (2260.0) → SEA_DCA_4891_5368 (2531.0) → DCA_SEA_5437_5593 (2846.0) → SEA_MSP_6233_6559 (3017.0) → MSP_SEA_6615_6760 (3215.0) → SEA_SNA_6813_6972 (3342.0) → SNA_SEA_7009_7192 (3496.0) → SEA_SNA_7578_7729 (3621.0) → SNA_SEA_7783_7960 (3781.0) → SEA_PHX_8018_8241 (3919.0) → PHX_ANC_8336_8626 (4296.0) → ANC_SEA_8684_8926 (4454.0) → SEA_SNA_9008_9175 (4565.0) → SNA_SEA_9239_9448 (4750.0) → SEA_BUR_9508_9638 (4857.0) → BUR_SEA_9709_9913 (5019.0) | 5019.0

N588AS | 22 | ORD_PDX_377_534 (225.0) → PDX_SEA_598_651 (259.0) → SEA_SLC_758_932 (351.0) → SLC_SEA_997_1067 (454.0) → SEA_DCA_1967_2450 (729.0) → DCA_SEA_2511_2673 (1040.0) → SEA_MCO_3429_3951 (1350.0) → MCO_SFO_4005_4196 (1696.0) → SFO_SEA_4958_5101 (1809.0) → SEA_PSP_5145_5295 (1930.0) → PSP_SEA_5360_5535 (2085.0) → SEA_BUR_6148_6285 (2201.0) → BUR_SEA_6339_6517 (2349.0) → SEA_SNA_6583_6732 (2475.0) → SNA_SEA_6793_6978 (2638.0) → SEA_BUR_7596_7731 (2755.0) → BUR_SEA_7793_7970 (2901.0) → SEA_DCA_8036_8510 (3175.0) → DCA_SEA_9116_9270 (3486.0) → SEA_STS_9348_9461 (3565.0) → STS_SEA_9526_9657 (3674.0) → SEA_BOI_9836_9972 (3734.0) | 3734.0

N589AS | 27 | SEA_ANC_678_843 (191.0) → ANC_SEA_944_1208 (377.0) → SEA_AUS_1802_2160 (591.0) → AUS_SEA_2240_2384 (822.0) → SEA_SAN_2457_2643 (971.0) → SAN_OGG_3292_3519 (1291.0) → OGG_SFO_3621_4039 (1568.0) → SFO_JFK_4220_4735 (1877.0) → JFK_PDX_5020_5211 (2225.0) → PDX_ONT_5312_5434 (2331.0) → ONT_PDX_5499_5646 (2457.0) → PDX_SNA_6171_6303 (2570.0) → SNA_PDX_6355_6512 (2709.0) → PDX_DEN_6592_6802 (2838.0) → DEN_PDX_6853_6956 (2977.0) → PDX_SAN_7035_7170 (3095.0) → SAN_SEA_7640_7846 (3266.0) → SEA_RDM_7896_7961 (3305.0) → RDM_SEA_8007_8075 (3353.0) → SEA_KTN_8175_8246 (3462.0) → KTN_SIT_8296_8366 (3504.0) → SIT_JNU_8414_8452 (3530.0) → JNU_ANC_8497_8611 (3632.0) → ANC_SEA_8714_8957 (3793.0) → SEA_SJC_9053_9166 (3879.0) → SJC_OGG_9295_9490 (4173.0) → OGG_SJC_9628_10077 (4461.0) | 4461.0

N607AS | 31 | ANC_SEA_137_389 (173.0) → SEA_ANC_582_739 (367.0) → ANC_SEA_1660_1931 (558.0) → SEA_ANC_2030_2168 (734.0) → ANC_CDV_2249_2310 (771.0) → CDV_YAK_2357_2404 (809.0) → YAK_JNU_2447_2500 (843.0) → JNU_SEA_2569_2776 (960.0) → SEA_ANC_2874_3028 (1153.0) → ANC_SEA_3102_3363 (1327.0) → SEA_ANC_3462_3616 (1515.0) → ANC_JNU_4064_4188 (1608.0) → JNU_SIT_4227_4276 (1631.0) → SIT_JNU_4672_4708 (1654.0) → JNU_ANC_4773_4879 (1742.0) → ANC_BET_4949_5073 (1799.0) → BET_ANC_5111_5186 (1860.0) → ANC_JNU_6410_6511 (1943.0) → JNU_PSG_6558_6607 (1973.0) → PSG_WRG_6650_6684 (1989.0) → WRG_KTN_6726_6760 (2011.0) → KTN_SEA_6808_6973 (2101.0) → SEA_OAK_8006_8114 (2193.0) → OAK_SEA_8157_8285 (2292.0) → SEA_SMF_8335_8455 (2367.0) → SMF_SEA_8490_8613 (2470.0) → SEA_SFO_8995_9134 (2558.0) → SFO_JAC_9215_9444 (2707.0) → JAC_SFO_9493_9582 (2819.0) → SFO_PDX_9628_9744 (2915.0) → PDX_SFO_9826_9943 (2990.0) | 2990.0

